,business_id,cool,date,funny,review_id,stars_x,text,user_id,address,categories,city,latitude,longitude,name,postal_code,review_count,stars_y,state,clothes,sentiments
0,ytynqOUb3hjKeJfRj5Tshw,0,2016-07-14 20:24:15,0,sFQrhTbTah0o2kU_Pi2D0Q,5.0,"One of my favorite places to go to in Philly, and I take every one of my visiting friends here! This place has a lot of yummy stores and awesome stores ( recommended: the grilled cheese place at Meltkraft Grilled Cheese, the donuts at Beilers, 4 Seasons Juice Bar, Muellar's Chocolate Co., icecream from Bassetts, and local honey from Bee Natural). I love coming here, and even though it can get really crowded during lunch hours on the weekends, it's still worth it.",Tu4ATXLhy8kRTjpQCnl2pA,51 N 12th St,"Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",Philadelphia,39.9533414645,-75.1588545174,Reading Terminal Market,19107,5721,4.5,PA,1,1
1,ytynqOUb3hjKeJfRj5Tshw,0,2017-01-27 22:53:28,0,9CK6oJPgJEqa9pBCAhZxIg,5.0,"Reading terminal is always crowded. The food is fresh, the people are from different places. The environment is awesome.",5jMVOTXxWDoGx4iO9q2EPA,51 N 12th St,"Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",Philadelphia,39.9533414645,-75.1588545174,Reading Terminal Market,19107,5721,4.5,PA,1,1
2,ytynqOUb3hjKeJfRj5Tshw,0,2014-11-12 17:58:28,0,9mXK6kWC-QYATqBJ_Xja2Q,5.0,"Just the best food in all the land. 3 important stops on the list. Beiler's bakery:pick up glazed donuts and blueberry fritters. Dinics: Get a brisket sandwich with provolone (dont worry, the huge line goes very fast). Millers twists: ANY pretzle, hot dog or stuffed pretzle. SO good.",RpDHAKCL_haoP6us_xwnIw,51 N 12th St,"Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",Philadelphia,39.9533414645,-75.1588545174,Reading Terminal Market,19107,5721,4.5,PA,1,1
3,ytynqOUb3hjKeJfRj5Tshw,0,2016-12-19 14:43:40,0,ybWv6KWd0RB5aBrpkivLPg,5.0,"I love reading terminal market! I've been going there for a while to get lunch on the weekends and it's always the first place I want to take guests who are visiting Philly. Lately, I've started buying more and more of my groceries - produce and meat mainly - there as it's super affordable and very convenient.",VSvvfEMZswSMJgGyOO7OfQ,51 N 12th St,"Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",Philadelphia,39.9533414645,-75.1588545174,Reading Terminal Market,19107,5721,4.5,PA,1,1
4,ytynqOUb3hjKeJfRj5Tshw,0,2018-01-09 21:26:09,0,qP_ZdFAmwY-LlbzHF90zrw,3.0,Great location and options. This is a HUGE market. Be ready to ask for a map to acclimate yourself. My review may be a bit premature as I need several visits to properly rate the quality of vendors and food options. I wish the market stayed open later in the workday.,jzznGP51nXrOgDrfq1qWFg,51 N 12th St,"Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",Philadelphia,39.9533414645,-75.1588545174,Reading Terminal Market,19107,5721,4.5,PA,1,2
5,ytynqOUb3hjKeJfRj5Tshw,3,2017-03-15 15:32:08,3,h5dnV_HTf8mc93pZr09iTQ,3.0,Came into town for an extensive work project and stayed at the hotel directly across from Reading. I was shoo excited and blown away when I walked in and saw the busy extensive options. I compared Reading to the Cleveland West side market and thought reading was winning....however... Shopping here is limited to a small amount of produce and vast amount of food stands selling overpriced food lacking flavor. I tried at least 7 different restaurants and was completely underwhelmed. Its seems quantity over quality is the trend here.,QTzgMMUWD045PFOealowgg,51 N 12th St,"Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",Philadelphia,39.9533414645,-75.1588545174,Reading Terminal Market,19107,5721,4.5,PA,1,2
6,ytynqOUb3hjKeJfRj5Tshw,0,2017-04-30 17:45:26,0,0T5wofUxQ-xrJGP9bPtQUA,5.0,"What an awesome place! Reading Terminal Market reminded me a lot of the Seattle Fish Market, with an abundance of diverse stalls selling prepared food, market ingredients, and other generally handmade products. While it can be a little overwhelming at times it's definitely a must see on the list of things to do in Philly.",Fj-GFHrNeJ6L2O8Non7kzw,51 N 12th St,"Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",Philadelphia,39.9533414645,-75.1588545174,Reading Terminal Market,19107,5721,4.5,PA,1,1
7,ytynqOUb3hjKeJfRj5Tshw,0,2017-10-25 02:27:47,0,4VVc8mP7f1DGYpTavgVbpg,5.0,The donuts at Belier's here is amazing. They are ranked top five in the country. There is always a large selection of fresh produce. Carmen's cheesesteaks taste even better than the famous Pat's and Genos. If you like Cajun food check it Beck's Cajun they have amazing food and also sell gator gumbo.,RocHF3CKht-UD-Ca0vfjEg,51 N 12th St,"Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",Philadelphia,39.9533414645,-75.1588545174,Reading Terminal Market,19107,5721,4.5,PA,1,1
8,ytynqOUb3hjKeJfRj5Tshw,0,2017-04-08 02:26:45,0,1wvp5dz74W0hyjZ_RbOXCQ,4.0,Great place to get a variety of good food. The juice bar is my go to each time I visit. Any visitor coming to Philadelphia has to visit this great market.,9x6Kqxnrjacz9Vo_dRGx2g,51 N 12th St,"Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",Philadelphia,39.9533414645,-75.1588545174,Reading Terminal Market,19107,5721,4.5,PA,1,1
9,ytynqOUb3hjKeJfRj5Tshw,1,2013-11-14 12:03:26,0,4SAF_BEj6j3g_F3uaneFoQ,4.0,The only thing that could make this place better would be for them to stay open a little later for people to pop in after work.,K3bZxXsvTwDWQYzbn01YMw,51 N 12th St,"Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",Philadelphia,39.9533414645,-75.1588545174,Reading Terminal Market,19107,5721,4.5,PA,1,1
